dataset,policy,seed,round,total_rounds,labeled_count,budget_frac,modality,target,dsc_fg_round,hd95_fg,struct_detect
msd_task07_pancreas,P6,1000,0,6,25,0.01,ct,pancreas,0.1645,,0.9583333333333334
msd_task07_pancreas,P6,1000,1,6,50,0.02,ct,pancreas,0.2128,,0.9791666666666666
msd_task07_pancreas,P6,1000,2,6,125,0.05,ct,pancreas,0.2625,,0.5833333333333334
msd_task07_pancreas,P6,1000,3,6,250,0.1,ct,pancreas,0.3086,,0.9583333333333334
msd_task07_pancreas,P6,1000,4,6,375,0.15,ct,pancreas,0.3441,,0.9375
msd_task07_pancreas,P6,1000,5,6,500,0.2,ct,pancreas,0.3365,,0.7916666666666666
msd_task07_pancreas,P7,1000,0,6,25,0.01,ct,pancreas,0.1902,,1.0
msd_task07_pancreas,P7,1000,1,6,50,0.02,ct,pancreas,0.2287,,0.9791666666666666
msd_task07_pancreas,P7,1000,2,6,125,0.05,ct,pancreas,0.2963,,0.9791666666666666
msd_task07_pancreas,P7,1000,3,6,250,0.1,ct,pancreas,0.2989,,0.875
msd_task07_pancreas,P7,1000,4,6,375,0.15,ct,pancreas,0.3571,,0.8333333333333334
msd_task07_pancreas,P7,1000,5,6,500,0.2,ct,pancreas,0.3588,,0.8541666666666666
msd_task07_pancreas,P8,1000,0,6,25,0.01,ct,pancreas,0.1682,,0.9791666666666666
msd_task07_pancreas,P8,1000,1,6,50,0.02,ct,pancreas,0.2539,,0.9166666666666666
msd_task07_pancreas,P8,1000,2,6,125,0.05,ct,pancreas,0.3174,,0.8541666666666666
msd_task07_pancreas,P8,1000,3,6,250,0.1,ct,pancreas,0.3122,,0.7083333333333334
msd_task07_pancreas,P8,1000,4,6,375,0.15,ct,pancreas,0.3975,,0.8333333333333334
msd_task07_pancreas,P8,1000,5,6,500,0.2,ct,pancreas,0.3395,,0.7916666666666666
msd_task07_pancreas,P9,1000,0,6,25,0.01,ct,pancreas,0.1902,,1.0
msd_task07_pancreas,P9,1000,1,6,50,0.02,ct,pancreas,0.1775,,0.9583333333333334
msd_task07_pancreas,P9,1000,2,6,125,0.05,ct,pancreas,0.2239,,0.9583333333333334
msd_task07_pancreas,P9,1000,3,6,250,0.1,ct,pancreas,0.3069,,0.7916666666666666
msd_task07_pancreas,P9,1000,4,6,375,0.15,ct,pancreas,0.2914,,0.8958333333333334
msd_task07_pancreas,P9,1000,5,6,500,0.2,ct,pancreas,0.2988,,0.875
msd_task09_spleen,P0,1000,0,6,8,0.0109,ct,spleen,0.7404,,1.0
msd_task09_spleen,P0,1000,1,6,15,0.0204,ct,spleen,0.8201,,1.0
msd_task09_spleen,P0,1000,2,6,37,0.0503,ct,spleen,0.8914,,1.0
msd_task09_spleen,P0,1000,3,6,74,0.1005,ct,spleen,0.9437,,1.0
msd_task09_spleen,P0,1000,4,6,111,0.1508,ct,spleen,0.9531,,1.0
msd_task09_spleen,P0,1000,5,6,148,0.2011,ct,spleen,0.9586,1.3090169943749475,1.0
msd_task09_spleen,P1,1000,0,6,8,0.0109,ct,spleen,0.7404,,1.0
msd_task09_spleen,P1,1000,1,6,15,0.0204,ct,spleen,0.733,,1.0
msd_task09_spleen,P1,1000,2,6,37,0.0503,ct,spleen,0.8368,,1.0
msd_task09_spleen,P1,1000,3,6,74,0.1005,ct,spleen,0.9279,,1.0
msd_task09_spleen,P1,1000,4,6,111,0.1508,ct,spleen,0.945,,1.0
msd_task09_spleen,P1,1000,5,6,148,0.2011,ct,spleen,0.9243,74.55223631995982,1.0
msd_task09_spleen,P2,1000,0,6,8,0.0109,ct,spleen,0.8413,,1.0
msd_task09_spleen,P2,1000,1,6,15,0.0204,ct,spleen,0.7468,,1.0
msd_task09_spleen,P2,1000,2,6,37,0.0503,ct,spleen,0.894,,1.0
msd_task09_spleen,P2,1000,3,6,74,0.1005,ct,spleen,0.9296,,1.0
msd_task09_spleen,P2,1000,4,6,111,0.1508,ct,spleen,0.9494,,1.0
msd_task09_spleen,P2,1000,5,6,148,0.2011,ct,spleen,0.9386,1.6441228056353687,1.0
msd_task09_spleen,P3,1000,0,6,8,0.0109,ct,spleen,0.8413,,1.0
msd_task09_spleen,P3,1000,1,6,15,0.0204,ct,spleen,0.8922,,1.0
msd_task09_spleen,P3,1000,2,6,37,0.0503,ct,spleen,0.8984,,1.0
msd_task09_spleen,P3,1000,3,6,74,0.1005,ct,spleen,0.948,,1.0
msd_task09_spleen,P3,1000,4,6,111,0.1508,ct,spleen,0.9521,,1.0
msd_task09_spleen,P3,1000,5,6,148,0.2011,ct,spleen,0.9551,1.75,1.0
msd_task09_spleen,P4,1000,0,6,8,0.0109,ct,spleen,0.8413,,1.0
msd_task09_spleen,P4,1000,1,6,15,0.0204,ct,spleen,0.8312,,1.0
msd_task09_spleen,P4,1000,2,6,37,0.0503,ct,spleen,0.8202,,1.0
msd_task09_spleen,P4,1000,3,6,74,0.1005,ct,spleen,0.8945,,1.0
msd_task09_spleen,P4,1000,4,6,111,0.1508,ct,spleen,0.9419,,1.0
msd_task09_spleen,P4,1000,5,6,148,0.2011,ct,spleen,0.9284,58.85133875990191,1.0
msd_task09_spleen,P5,1000,0,6,8,0.0109,ct,spleen,0.8413,,1.0
msd_task09_spleen,P5,1000,1,6,15,0.0204,ct,spleen,0.885,,1.0
msd_task09_spleen,P5,1000,2,6,37,0.0503,ct,spleen,0.9056,,1.0
msd_task09_spleen,P5,1000,3,6,74,0.1005,ct,spleen,0.9391,,1.0
msd_task09_spleen,P5,1000,4,6,111,0.1508,ct,spleen,0.9516,,1.0
msd_task09_spleen,P5,1000,5,6,148,0.2011,ct,spleen,0.9446,1.6160254037844386,1.0
msd_task09_spleen,P6,1000,0,6,8,0.0109,ct,spleen,0.7404,,1.0
msd_task09_spleen,P6,1000,1,6,15,0.0204,ct,spleen,0.8567,,1.0
msd_task09_spleen,P6,1000,2,6,37,0.0503,ct,spleen,0.8743,,1.0
msd_task09_spleen,P6,1000,3,6,74,0.1005,ct,spleen,0.9273,,1.0
msd_task09_spleen,P6,1000,4,6,111,0.1508,ct,spleen,0.9047,,1.0
msd_task09_spleen,P6,1000,5,6,148,0.2011,ct,spleen,0.9337,47.04925218053227,1.0
msd_task09_spleen,P7,1000,0,6,8,0.0109,ct,spleen,0.8413,,1.0
msd_task09_spleen,P7,1000,1,6,15,0.0204,ct,spleen,0.8156,,1.0
msd_task09_spleen,P7,1000,2,6,37,0.0503,ct,spleen,0.877,,1.0
msd_task09_spleen,P7,1000,3,6,74,0.1005,ct,spleen,0.9446,,1.0
msd_task09_spleen,P7,1000,4,6,111,0.1508,ct,spleen,0.9361,,1.0
msd_task09_spleen,P7,1000,5,6,148,0.2011,ct,spleen,0.9542,9.456210148478094,1.0
msd_task09_spleen,P8,1000,0,6,8,0.0109,ct,spleen,0.8413,,1.0
msd_task09_spleen,P8,1000,1,6,15,0.0204,ct,spleen,0.8595,,1.0
msd_task09_spleen,P8,1000,2,6,37,0.0503,ct,spleen,0.909,,1.0
msd_task09_spleen,P8,1000,3,6,74,0.1005,ct,spleen,0.9473,,1.0
msd_task09_spleen,P8,1000,4,6,111,0.1508,ct,spleen,0.951,,1.0
msd_task09_spleen,P8,1000,5,6,148,0.2011,ct,spleen,0.9193,64.41188781441815,1.0
msd_task09_spleen,P9,1000,0,6,8,0.0109,ct,spleen,0.8413,,1.0
msd_task09_spleen,P9,1000,1,6,15,0.0204,ct,spleen,0.8327,,1.0
msd_task09_spleen,P9,1000,2,6,37,0.0503,ct,spleen,0.8585,,1.0
msd_task09_spleen,P9,1000,3,6,74,0.1005,ct,spleen,0.9117,,1.0
msd_task09_spleen,P9,1000,4,6,111,0.1508,ct,spleen,0.9391,,1.0
msd_task09_spleen,P9,1000,5,6,148,0.2011,ct,spleen,0.9303,53.43510232601945,1.0
origa,P0,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7506,,1.0
origa,P0,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.7551,,1.0
origa,P0,1000,2,6,26,0.05,fundus,optic_nerve_head,0.8153,,1.0
origa,P0,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8327,,1.0
origa,P0,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8355,,1.0
origa,P0,1000,5,6,104,0.2,fundus,optic_nerve_head,0.8457,,1.0
origa,P1,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7506,,1.0
origa,P1,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.7825,,1.0
origa,P1,1000,2,6,26,0.05,fundus,optic_nerve_head,0.7758,,1.0
origa,P1,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8123,,1.0
origa,P1,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8081,,1.0
origa,P1,1000,5,6,104,0.2,fundus,optic_nerve_head,0.8394,,1.0
origa,P2,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7199,,1.0
origa,P2,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.7669,,1.0
origa,P2,1000,2,6,26,0.05,fundus,optic_nerve_head,0.8122,,1.0
origa,P2,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8161,,1.0
origa,P2,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8155,,1.0
origa,P2,1000,5,6,104,0.2,fundus,optic_nerve_head,0.8343,,1.0
origa,P3,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7506,,1.0
origa,P3,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.7658,,1.0
origa,P3,1000,2,6,26,0.05,fundus,optic_nerve_head,0.7803,,1.0
origa,P3,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8075,,1.0
origa,P3,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8214,,1.0
origa,P3,1000,5,6,104,0.2,fundus,optic_nerve_head,0.8175,,1.0
origa,P4,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7199,,1.0
origa,P4,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.7556,,1.0
origa,P4,1000,2,6,26,0.05,fundus,optic_nerve_head,0.8157,,1.0
origa,P4,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8157,,1.0
origa,P4,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8208,,1.0
origa,P4,1000,5,6,104,0.2,fundus,optic_nerve_head,0.8461,,1.0
origa,P5,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7506,,1.0
origa,P5,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.778,,1.0
origa,P5,1000,2,6,26,0.05,fundus,optic_nerve_head,0.7868,,1.0
origa,P5,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8107,,1.0
origa,P5,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8405,,1.0
origa,P5,1000,5,6,104,0.2,fundus,optic_nerve_head,0.8372,,1.0
origa,P6,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7506,,1.0
origa,P6,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.7434,,1.0
origa,P6,1000,2,6,26,0.05,fundus,optic_nerve_head,0.7908,,1.0
origa,P6,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8299,,1.0
origa,P6,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8312,,1.0
origa,P6,1000,5,6,104,0.2,fundus,optic_nerve_head,0.841,,1.0
origa,P7,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7199,,1.0
origa,P7,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.7584,,1.0
origa,P7,1000,2,6,26,0.05,fundus,optic_nerve_head,0.8016,,1.0
origa,P7,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8178,,1.0
origa,P7,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8223,,1.0
origa,P7,1000,5,6,104,0.2,fundus,optic_nerve_head,0.8338,,1.0
origa,P8,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7199,,1.0
origa,P8,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.7651,,1.0
origa,P8,1000,2,6,26,0.05,fundus,optic_nerve_head,0.7876,,1.0
origa,P8,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8043,,1.0
origa,P8,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8349,,1.0
origa,P8,1000,5,6,104,0.2,fundus,optic_nerve_head,0.8407,,1.0
origa,P9,1000,0,6,8,0.0154,fundus,optic_nerve_head,0.7199,,1.0
origa,P9,1000,1,6,11,0.0212,fundus,optic_nerve_head,0.7862,,1.0
origa,P9,1000,2,6,26,0.05,fundus,optic_nerve_head,0.836,,1.0
origa,P9,1000,3,6,52,0.1,fundus,optic_nerve_head,0.8221,,1.0
origa,P9,1000,4,6,78,0.15,fundus,optic_nerve_head,0.8393,,1.0
origa,P9,1000,5,6,104,0.2,fundus,optic_nerve_head,0.8473,,1.0
refuge,P0,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.8033,,1.0
refuge,P0,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.821,,1.0
refuge,P0,1000,2,6,48,0.05,fundus,optic_nerve_head,0.8374,,1.0
refuge,P0,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8545,,1.0
refuge,P0,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8729,,1.0
refuge,P0,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8741,,1.0
refuge,P1,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.8033,,1.0
refuge,P1,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.8145,,1.0
refuge,P1,1000,2,6,48,0.05,fundus,optic_nerve_head,0.8606,,1.0
refuge,P1,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8776,,1.0
refuge,P1,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8804,,1.0
refuge,P1,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8868,,1.0
refuge,P2,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.797,,1.0
refuge,P2,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.8417,,1.0
refuge,P2,1000,2,6,48,0.05,fundus,optic_nerve_head,0.8556,,1.0
refuge,P2,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8732,,1.0
refuge,P2,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8854,,1.0
refuge,P2,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8863,,1.0
refuge,P3,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.8033,,1.0
refuge,P3,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.827,,1.0
refuge,P3,1000,2,6,48,0.05,fundus,optic_nerve_head,0.8348,,1.0
refuge,P3,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8598,,1.0
refuge,P3,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8652,,1.0
refuge,P3,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8719,,1.0
refuge,P4,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.797,,1.0
refuge,P4,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.8394,,1.0
refuge,P4,1000,2,6,48,0.05,fundus,optic_nerve_head,0.85,,1.0
refuge,P4,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8743,,1.0
refuge,P4,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8739,,1.0
refuge,P4,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8814,,1.0
refuge,P5,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.8033,,1.0
refuge,P5,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.829,,1.0
refuge,P5,1000,2,6,48,0.05,fundus,optic_nerve_head,0.8474,,1.0
refuge,P5,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8638,,1.0
refuge,P5,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8752,,1.0
refuge,P5,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8861,,1.0
refuge,P6,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.8033,,1.0
refuge,P6,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.841,,1.0
refuge,P6,1000,2,6,48,0.05,fundus,optic_nerve_head,0.8559,,1.0
refuge,P6,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8704,,1.0
refuge,P6,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8763,,1.0
refuge,P6,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8805,,1.0
refuge,P7,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.797,,1.0
refuge,P7,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.7795,,1.0
refuge,P7,1000,2,6,48,0.05,fundus,optic_nerve_head,0.8364,,1.0
refuge,P7,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8725,,1.0
refuge,P7,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8765,,1.0
refuge,P7,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8758,,1.0
refuge,P8,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.797,,1.0
refuge,P8,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.8216,,1.0
refuge,P8,1000,2,6,48,0.05,fundus,optic_nerve_head,0.8419,,1.0
refuge,P8,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8584,,1.0
refuge,P8,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8695,,1.0
refuge,P8,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8691,,1.0
refuge,P9,1000,0,6,10,0.0104,fundus,optic_nerve_head,0.797,,1.0
refuge,P9,1000,1,6,20,0.0208,fundus,optic_nerve_head,0.7752,,1.0
refuge,P9,1000,2,6,48,0.05,fundus,optic_nerve_head,0.8263,,1.0
refuge,P9,1000,3,6,96,0.1,fundus,optic_nerve_head,0.8513,,1.0
refuge,P9,1000,4,6,144,0.15,fundus,optic_nerve_head,0.8678,,1.0
refuge,P9,1000,5,6,192,0.2,fundus,optic_nerve_head,0.8756,,1.0
rose1,P0,1000,0,1,8,0.4,octa,vessel,0.7389,,1.0
rose1,P1,1000,0,1,8,0.4,octa,vessel,0.7389,,1.0
rose1,P2,1000,0,1,8,0.4,octa,vessel,0.7435,,1.0
rose1,P3,1000,0,1,8,0.4,octa,vessel,0.7389,,1.0
rose1,P4,1000,0,1,8,0.4,octa,vessel,0.7435,,1.0
rose1,P5,1000,0,1,8,0.4,octa,vessel,0.7389,,1.0
rose1,P6,1000,0,1,8,0.4,octa,vessel,0.7389,,1.0
rose1,P7,1000,0,1,8,0.4,octa,vessel,0.7435,,1.0
rose1,P8,1000,0,1,8,0.4,octa,vessel,0.7435,,1.0
rose1,P9,1000,0,1,8,0.4,octa,vessel,0.7435,,1.0
